"costat","curcd","datafmt","indfmt","consol","gvkey","fyear","conm","sic","at","seq","ni","csho","prcc_f","ROA","MarketCap","PB","ROA_w","PB_w"
"A","USD","STD","INDL","C",62745,2023,"JAKKS PACIFIC INC",3944,398.951,195.405,38.406,10.096,35.55,0.0962674614175676,358.9128,1.83676364473785,0.0962674614175676,1.83676364473785
"A","USD","STD","INDL","C",62819,2023,"374WATER INC",3580,16.121,14.747,-8.104,132.667,1.42,-0.5026983437752,188.38714,12.7746077168238,-0.5026983437752,12.7746077168238
"A","USD","STD","INDL","C",62823,2023,"FTI CONSULTING INC",8742,3325.878,1981.42,274.892,35.521,199.15,0.0826524604931389,7074.00715,3.57017045856002,0.0826524604931389,3.57017045856002
"A","USD","STD","INDL","C",62921,2023,"NEUROCRINE BIOSCIENCES INC",2836,3251.4,2232,249.7,98.7,131.76,0.0767976871501507,13004.712,5.82648387096774,0.0767976871501507,5.82648387096774
"A","USD","STD","INDL","C",62956,2023,"BOS BETTER ONLINE SOLUTIONS",5065,32.481,18.839,2.005,5.748,2.64,0.0617283950617284,15.17472,0.805494983810181,0.0617283950617284,0.805494983810181
"A","USD","STD","INDL","C",62965,2023,"SS&C TECHNOLOGIES HLDGS INC",7370,18102.5,6339.6,607.1,246.6,61.11,0.0335368043087971,15069.726,2.37707836456559,0.0335368043087971,2.37707836456559
"A","USD","STD","INDL","C",63000,2023,"RUSH ENTERPRISES INC",5500,4364.241,1870.879,347.055,77.825,50.3,0.0795224186748624,3914.5975,2.09238411463275,0.0795224186748624,2.09238411463275
"A","USD","STD","INDL","C",63005,2023,"AVADEL PHARMACEUTICALS PLC",2834,164.698,87.739,-160.276,89.825,14.12,-0.973150857933915,1268.329,14.4557038489155,-0.973150857933915,14.4557038489155
"A","USD","STD","INDL","C",63029,2023,"NORDICUS PARTNERS CORP",3842,1.808,1.781,-0.298,11.101,0.61,-0.164823008849558,6.77161,3.8021392476137,-0.164823008849558,3.8021392476137
"A","USD","STD","INDL","C",63030,2023,"CASI PHARMACEUTICALS INC",2834,75.268,24.165,-26.938,13.378,7.16,-0.35789445713982,95.78648,3.96385185185185,-0.35789445713982,3.96385185185185
"I","USD","STD","INDL","C",63080,2023,"ANSYS INC",7372,7322.875,5390.364,500.412,86.906,362.88,0.0683354556782684,31536.44928,5.85052313350267,0.0683354556782684,5.85052313350267
"A","USD","STD","INDL","C",63122,2023,"ENCISION INC",3845,3.811,1.827,-0.692,11.859,0.75,-0.181579637890318,8.89425,4.86822660098522,-0.181579637890318,4.86822660098522
"A","USD","STD","INDL","C",63169,2023,"DASSAULT SYSTEMES SE",7372,16162.913,8659.386,1161.607,1314.78,48.864,0.0718686662484665,64245.40992,7.41916458280067,0.0718686662484665,7.41916458280067
"A","USD","STD","INDL","C",63172,2023,"FACTSET RESEARCH SYSTEMS INC",7370,3962.922,1619.93,468.173,38.025,436.41,0.118138333280342,16594.49025,10.2439551400369,0.118138333280342,10.2439551400369
"A","USD","STD","INDL","C",63185,2023,"CHECK POINT SOFTWARE TECHN",7372,5695.5,2821,840.3,112.906,152.79,0.147537529628654,17250.90774,6.11517466855725,0.147537529628654,6.11517466855725
"A","USD","STD","INDL","C",63186,2023,"QIAGEN NV",3826,6115.19,3807.764,341.303,228.203,43.43,0.0558123296250812,9910.85629,2.60280214057384,0.0558123296250812,2.60280214057384
"A","USD","STD","INDL","C",63290,2023,"PEGASYSTEMS INC",7372,1510.736,353.838,67.808,83.84,48.86,0.0448840829900128,4096.4224,11.5771126899881,0.0448840829900128,11.5771126899881
"A","USD","STD","INDL","C",63332,2023,"DYNARESOURCE INC",1040,35.438,9.672,-14.534,23.335,2.02,-0.410124724871607,47.1367,4.87352150537634,-0.410124724871607,4.87352150537634
"A","USD","STD","INDL","C",63338,2023,"STRATEGIC EDUCATION INC",8200,2125.213,1652.518,69.791,24.407,92.37,0.0328395318492782,2254.47459,1.36426628333247,0.0328395318492782,1.36426628333247
"A","USD","STD","INDL","C",63388,2023,"WILHELMINA INTERNATIONAL INC",7900,41.665,24.896,0.433,5.157,4.115,0.0103924156966279,21.221055,0.852388134640103,0.0103924156966279,0.852388134640103
"A","USD","STD","INDL","C",63405,2023,"GERON CORP",2836,394.076,247.949,-184.127,544.912,2.11,-0.467237284178686,1149.76432,4.63710004880036,-0.467237284178686,4.63710004880036
"A","USD","STD","INDL","C",63417,2023,"TTEC HOLDINGS INC",7389,2185.598,598.635,8.428,47.427,21.67,0.00385615286983242,1027.74309,1.71681089478564,0.00385615286983242,1.71681089478564
"A","USD","STD","INDL","C",63446,2023,"AINOS INC",2836,31.842,24.448,-13.771,4.678,2.05,-0.43247911563344,9.5899,0.392257035340314,-0.43247911563344,0.392257035340314
"A","USD","STD","INDL","C",63447,2023,"GUESS INC",2330,2590.021,684.94,198.199,53.008,22.34,0.0765240899591162,1184.19872,1.72890869273221,0.0765240899591162,1.72890869273221
"A","USD","STD","INDL","C",63448,2023,"PURE BIOSCIENCE INC",2890,1.825,0.272,-3.961,111.856,0.085,-2.17041095890411,9.50776,34.955,-2.17041095890411,34.955
"A","USD","STD","INDL","C",63454,2023,"AWARE INC",7372,46.296,34.298,-7.314,21.018,1.66,-0.157983411093831,34.88988,1.01725698291446,-0.157983411093831,1.01725698291446
"A","USD","STD","INDL","C",63456,2023,"CARRIAGE SERVICES INC",7200,1268.052,173.06,33.413,15,25.01,0.026349865778375,375.15,2.16774529065064,0.026349865778375,2.16774529065064
"A","USD","STD","INDL","C",63477,2023,"BAE SYSTEMS PLC",3721,40843.123,13450.054,2365.447,758.74,56.626,0.0579154292388464,42964.41124,3.19436719287521,0.0579154292388464,3.19436719287521
"A","USD","STD","INDL","C",63520,2023,"TRANSACT TECHNOLOGIES INC",3577,54.198,39.414,4.748,9.959,6.98,0.0876047086608362,69.51382,1.76368346272898,0.0876047086608362,1.76368346272898
"I","USD","STD","INDL","C",63527,2023,"STERICYCLE INC",4955,5352.6,2522.5,-21.4,92.6,49.56,-0.00399805701901879,4589.256,1.81932844400396,-0.00399805701901879,1.81932844400396
"A","USD","STD","INDL","C",63531,2023,"MICROVISION INC",3679,129.635,95.804,-82.842,194.736,2.66,-0.63904038261272,517.99776,5.40684898334099,-0.63904038261272,5.40684898334099
"A","USD","STD","INDL","C",63562,2023,"COSCIENS BIOPHARMA INC",2836,37.016,18.196,-16.552,4.856,1.86,-0.447157985735898,9.03216,0.496381622334579,-0.447157985735898,0.496381622334579
"A","USD","STD","INDL","C",63593,2023,"QEP CO INC",3420,125.848,72.63,-4.708,3.286,21.13,-0.0374102091411862,69.43318,0.955984854743219,-0.0374102091411862,0.955984854743219
"A","USD","STD","INDL","C",63595,2023,"VELAN INC  -SVTG",3490,479.393,182.177,-19.737,21.586,3.8005,-0.0411708139251095,82.037593,0.450318058810937,-0.0411708139251095,0.450318058810937
"A","USD","STD","INDL","C",63596,2023,"WILLIS LEASE FINANCE CORP",7359,2652.344,488.927,43.781,6.849,48.88,0.0165065315811222,334.77912,0.684722095527553,0.0165065315811222,0.684722095527553
"A","USD","STD","INDL","C",63643,2023,"ABERCROMBIE & FITCH  -CL A",5651,2974.233,1035.16,328.123,50.5,101.9,0.11032188802962,5145.95,4.97116387804784,0.11032188802962,4.97116387804784
"A","USD","STD","INDL","C",63739,2023,"BJ'S RESTAURANTS INC",5812,1058.454,365.761,19.66,23.184,36.01,0.0185742601945857,834.85584,2.28251738156884,0.0185742601945857,2.28251738156884
"I","USD","STD","INDL","C",63763,2023,"HIBBETT INC",5940,909.222,419.025,103.158,11.794,66.65,0.113457439437233,786.0701,1.87595036095698,0.113457439437233,1.87595036095698
"A","USD","STD","INDL","C",63847,2023,"PENSKE AUTOMOTIVE GROUP INC",5500,15671.5,4726.2,1053.2,67.111,160.51,0.0672047985196057,10771.98661,2.27920667978503,0.0672047985196057,2.27920667978503
"A","USD","STD","INDL","C",63863,2023,"USANA HEALTH SCIENCES INC",2834,632.757,497.202,63.788,19.13,53.6,0.100809631501508,1025.368,2.06227649929003,0.100809631501508,2.06227649929003
"A","USD","STD","INDL","C",63892,2023,"NOV INC",3533,11294,6168,993,393.946,20.28,0.0879227908624048,7989.22488,1.29526992217899,0.0879227908624048,1.29526992217899
"A","USD","STD","INDL","C",63904,2023,"COMPANHIA BRASILEIRA DE DIST",5411,4544.428,972.157,-468.045,269.979,0.8,-0.102993159975249,215.9832,0.222169052941037,-0.102993159975249,0.222169052941037
"A","USD","STD","INDL","C",63927,2023,"UNITED NATURAL FOODS INC",5140,7394,1743,24,58.5,20.8,0.0032458750338112,1216.8,0.698106712564544,0.0032458750338112,0.698106712564544
"A","USD","STD","INDL","C",63986,2023,"EPLUS INC",5045,1653.469,901.779,115.776,26.952,78.54,0.0700200608538775,2116.81008,2.34737122953628,0.0700200608538775,2.34737122953628
"A","USD","STD","INDL","C",63987,2023,"VEON LTD",4812,8218,858,-2528,70.239,19.7,-0.307617425164274,1383.7083,1.61271363636364,-0.307617425164274,1.61271363636364
"A","USD","STD","INDL","C",64028,2023,"NU SKIN ENTERPRISES  -CL A",2844,1806.463,821.968,8.595,49.5,19.42,0.00475791643670532,961.29,1.16949808265042,0.00475791643670532,1.16949808265042
"A","USD","STD","INDL","C",64030,2023,"STEEL DYNAMICS INC",3312,14908.42,8866.666,2450.882,160.018,118.1,0.164395824641377,18898.1258,2.13136773168178,0.164395824641377,2.13136773168178
"A","USD","STD","INDL","C",64061,2023,"FORRESTER RESEARCH INC",8700,564.174,240.265,3.05,19.248,26.81,0.00540613356872171,516.03888,2.14779048134352,0.00540613356872171,2.14779048134352
"A","USD","STD","INDL","C",64063,2023,"GENESIS ENERGY  -LP",5172,7018.778,1341.327,117.72,122.464,11.58,0.0167721503657759,1418.13312,1.05726129422579,0.0167721503657759,1.05726129422579
"A","USD","STD","INDL","C",64077,2023,"SIDECHANNEL INC",7372,3.984,3.03,-7.006,213.855,0.0699,-1.75853413654618,14.9484645,4.93348663366337,-1.75853413654618,4.93348663366337
"A","USD","STD","INDL","C",64088,2023,"VIASAT INC",4899,16329.364,5025.43,-1068.904,125.849,18.09,-0.0654590099161241,2276.60841,0.45301763431189,-0.0654590099161241,0.45301763431189
"A","USD","STD","INDL","C",64121,2023,"HIGHWAY HOLDINGS LTD",3460,11.318,6.645,-0.959,4.417,2.1,-0.0847322848559816,9.2757,1.39589164785553,-0.0847322848559816,1.39589164785553
"A","USD","STD","INDL","C",64163,2023,"HYPERSCALE DATA INC",9997,299.19,44.719,-231.026,109.889,0.0935,-0.772171529797119,10.2746215,0.229759643551958,-0.772171529797119,0.229759643551958
"A","USD","STD","INDL","C",64166,2023,"QUEST DIAGNOSTICS INC",8071,14022,6307,854,111,137.88,0.0609042932534588,15304.68,2.42661804344379,0.0609042932534588,2.42661804344379
"A","USD","STD","INDL","C",64175,2023,"LITHIA MOTORS INC  -CL A",5500,19632.5,6213.9,1000.8,27.4,329.28,0.0509766968037693,9022.272,1.4519499831024,0.0509766968037693,1.4519499831024
"A","USD","STD","INDL","C",64203,2023,"TSODILO RESOURCES LTD",1400,5.596,2.313,-1.151,53.045,0.1993,-0.205682630450322,10.5718685,4.57063056636403,-0.205682630450322,4.57063056636403
"A","USD","STD","INDL","C",64223,2023,"DXP ENTERPRISES INC",5080,1177.436,380.879,68.812,16.177,33.7,0.0584422422959719,545.1649,1.43133357312952,0.0584422422959719,1.43133357312952
"A","USD","STD","INDL","C",64254,2023,"HELIOS TECHNOLOGIES INC",3490,1590.4,854.6,37.5,33.1,45.35,0.0235789738430583,1501.085,1.75647671425228,0.0235789738430583,1.75647671425228
"A","USD","STD","INDL","C",64275,2023,"CAL-MAINE FOODS INC",200,2184.761,1800.147,277.888,49.039,61.67,0.127193775428983,3024.23513,1.67999342831447,0.127193775428983,1.67999342831447
"A","USD","STD","INDL","C",64278,2023,"ELTEK LTD",3672,47.171,26.872,6.353,6.02,13.95,0.134680206058807,83.979,3.12514885382554,0.134680206058807,3.12514885382554
"A","USD","STD","INDL","C",64302,2023,"INSPERITY INC",7363,2119.659,93.624,171.382,37.281,117.22,0.0808535712583958,4370.07882,46.6769078441425,0.0808535712583958,46.6769078441425
"A","USD","STD","INDL","C",64327,2023,"CERUS CORP",3842,197.748,52.65,-37.489,181.248,2.16,-0.189579667050994,391.49568,7.43581538461538,-0.189579667050994,7.43581538461538
"A","USD","STD","INDL","C",64334,2023,"VERICEL CORP",2836,353.657,225.952,-3.182,47.829,35.61,-0.00899741840257651,1703.19069,7.53784294894491,-0.00899741840257651,7.53784294894491
"A","USD","STD","INDL","C",64336,2023,"CHINA EASTERN AIRLINES CORP",4512,40167.694,6057.817,-1155.038,891.652,8.43,-0.0287553973100871,7516.62636,1.24081436596715,-0.0287553973100871,1.24081436596715
"A","USD","STD","INDL","C",64344,2023,"VAIL RESORTS INC",7990,5947.754,1003.947,268.148,38.15,235.49,0.0450839089848033,8983.9435,8.94862328389845,0.0450839089848033,8.94862328389845
"I","USD","STD","INDL","C",64355,2023,"GOLDEN OCEAN GROUP",4400,3489.018,1921.891,112.268,199.628,9.76,0.0321775353408896,1948.36928,1.01377720172476,0.0321775353408896,1.01377720172476
"A","USD","STD","INDL","C",64356,2023,"CIENA CORP",3661,5601.495,2848.361,254.827,144.83,42.2,0.0454926765086821,6111.826,2.1457343363429,0.0454926765086821,2.1457343363429
"A","USD","STD","INDL","C",64389,2023,"SILGAN HOLDINGS INC",3411,7611.236,1889.358,325.965,106.5,45.25,0.0428268155132754,4819.125,2.55066800468731,0.0428268155132754,2.55066800468731
"A","USD","STD","INDL","C",64410,2023,"CARMAX INC",5500,27196.797,6073.74,479.204,157.612,79,0.0176198689867781,12451.348,2.05002980041951,0.0176198689867781,2.05002980041951
"A","USD","STD","INDL","C",64488,2023,"EURO TECH HOLDINGS CO LTD",5040,22.12,15.641,1.828,7.722,1.64,0.0826401446654611,12.66408,0.809672015855764,0.0826401446654611,0.809672015855764
"A","USD","STD","INDL","C",64523,2023,"ASIA PACIFIC WIRE&CABLE CORP",3357,366.664,157.059,3.867,20.616,1.2527,0.0105464403377479,25.8256632,0.164432876816992,0.0105464403377479,0.164432876816992
"A","USD","STD","INDL","C",64568,2023,"GULF ISLAND FABRICATION INC",1389,128.428,78.971,-24.402,16.258,4.33,-0.190005294795527,70.39714,0.891430271871953,-0.190005294795527,0.891430271871953
"A","USD","STD","INDL","C",64577,2023,"COPEL-CIA PARANAENSE ENERGIA",4911,11504.116,4922.853,444.772,11931.244,8.48,0.038661988457001,101176.94912,20.5525026077358,0.038661988457001,20.5525026077358
"A","USD","STD","INDL","C",64630,2023,"TAKE-TWO INTERACTIVE SFTWR",7372,12216.9,5667.9,-3744.2,170.8,148.49,-0.306477093206951,25362.092,4.47468939113252,-0.306477093206951,4.47468939113252
"I","USD","STD","INDL","C",64637,2023,"EMCORE CORP",3674,143.913,80.29,-75.359,77.108,0.4755,-0.52364275638754,36.664854,0.45665529953917,-0.52364275638754,0.45665529953917
"A","USD","STD","INDL","C",64645,2023,"BIO-KEY INTERNATIONAL INC",3829,4.517,1.064,-8.522,1.033,3,-1.88665043170246,3.099,2.91259398496241,-1.88665043170246,2.91259398496241
"A","USD","STD","INDL","C",64655,2023,"ALIMENTATION COUCHE-TARD INC",5412,36942.1,13189.2,2729.7,957.1,55.83,0.0738913055836024,53434.893,4.05141274679283,0.0738913055836024,4.05141274679283
"A","USD","STD","INDL","C",64690,2023,"AUTOLIV INC",3714,8332,2557,488,82.6,110.19,0.0585693710993759,9101.694,3.55952053187329,0.0585693710993759,3.55952053187329
"A","USD","STD","INDL","C",64717,2023,"INMED PHARMACEUTICALS INC",2834,14.106,12.09,-7.948,3.328,0.9265,-0.56344817808025,3.083392,0.255036559139785,-0.56344817808025,0.255036559139785
"A","USD","STD","INDL","C",64768,2023,"AMAZON.COM INC",5961,527854,201875,30425,10383,151.94,0.0576390441296268,1577593.02,7.81470226625387,0.0576390441296268,7.81470226625387
"A","USD","STD","INDL","C",64791,2023,"G WILLI-FOOD INTERNATIONAL",5140,165.788,153.348,8.79,13.867,10.23,0.0530195189036601,141.85941,0.925081579153298,0.0530195189036601,0.925081579153298
"A","USD","STD","INDL","C",64835,2023,"RYANAIR HOLDINGS PLC",4512,18529.754,8214.517,2068.247,228.009,145.59,0.111617617805396,33195.83031,4.04111773218072,0.111617617805396,4.04111773218072
"A","USD","STD","INDL","C",64853,2023,"QORVO INC",3674,6554.635,3556.372,-70.322,95.798,114.83,-0.0107285912945572,11000.48434,3.09317595009746,-0.0107285912945572,3.09317595009746
"A","USD","STD","INDL","C",64857,2023,"SAREPTA THERAPEUTICS INC",2836,3264.576,859.337,-535.977,93.732,96.43,-0.164179666823502,9038.57676,10.5180816839028,-0.164179666823502,10.5180816839028
"A","USD","STD","INDL","C",64891,2023,"RALPH LAUREN CORP",2300,6602.6,2450.3,646.3,63.3,187.76,0.097885681398237,11885.208,4.85051136595519,0.097885681398237,4.85051136595519
"A","USD","STD","INDL","C",64901,2023,"MAXIMUS INC",7389,3985.797,1667.835,161.792,60.998,74.68,0.040592132514526,4555.33064,2.73128375408838,0.040592132514526,2.73128375408838
"A","USD","STD","INDL","C",64910,2023,"EDP SA",4911,62669.406,12769.656,1052.673,416.157,50.317,0.0167972391504716,20939.771769,1.63980703701024,0.0167972391504716,1.63980703701024
"A","USD","STD","INDL","C",64915,2023,"INTEST CORP",3825,134.829,96.281,9.342,12.166,13.6,0.0692877645017022,165.4576,1.71848651343463,0.0692877645017022,1.71848651343463
"A","USD","STD","INDL","C",64929,2023,"SIMULATIONS PLUS INC",7372,186.101,170.029,9.961,19.938,44.49,0.0535246989537939,887.04162,5.21700192320134,0.0535246989537939,5.21700192320134
"A","USD","STD","INDL","C",64997,2023,"COMFORT SYSTEMS USA INC",1700,3305.579,1277.829,323.398,35.684,205.67,0.0978339951941853,7339.12828,5.74343537359068,0.0978339951941853,5.74343537359068
"A","USD","STD","INDL","C",65006,2023,"HELIX ENERGY SOLUTIONS GROUP",1389,2556.036,1501,-10.838,152.291,10.28,-0.00424015937177724,1565.55148,1.04300564956696,-0.00424015937177724,1.04300564956696
"A","USD","STD","INDL","C",65009,2023,"ARCHROCK INC",3533,2655.95,871.021,104.998,155.964,15.4,0.0395331237410343,2401.8456,2.75750596139473,0.0395331237410343,2.75750596139473
"A","USD","STD","INDL","C",65021,2023,"8X8 INC",7370,755.979,101.958,-67.592,125.194,2.7,-0.0894098910154912,338.0238,3.31532395692344,-0.0894098910154912,3.31532395692344
"A","USD","STD","INDL","C",65036,2023,"QUICKLOGIC CORP",3674,47.792,16.895,-0.263,14.118,13.86,-0.00550301305657851,195.67548,11.5818573542468,-0.00550301305657851,11.5818573542468
"A","USD","STD","INDL","C",65189,2023,"EDAP TMS SA  -ADR",3845,101.192,62.918,-23.409,37.104,5.28,-0.231332516404459,195.90912,3.1137213516005,-0.231332516404459,3.1137213516005
"A","USD","STD","INDL","C",65248,2023,"ARCELORMITTAL",3312,93917,53961,919,819.272,28.39,0.00978523589978385,23259.13208,0.431035971905636,0.00978523589978385,0.431035971905636
"A","USD","STD","INDL","C",65275,2023,"BRIGHT HORIZONS FAMILY SOLTN",8351,3896.144,1212.676,74.223,57.818,94.24,0.0190503739081512,5448.76832,4.49317733673298,0.0190503739081512,4.49317733673298
"A","USD","STD","INDL","C",65280,2023,"INTERNATIONAL ISOTOPES INC",2835,16.905,4.037,-0.869,519.788,0.04,-0.051404909790003,20.79152,5.15024027743374,-0.051404909790003,5.15024027743374
"A","USD","STD","INDL","C",65286,2023,"AEHR TEST SYSTEMS",3825,127.912,111.593,33.156,28.995,11.51,0.259209456501345,333.73245,2.99062172358481,0.259209456501345,2.99062172358481
"A","USD","STD","INDL","C",65343,2023,"PRICESMART INC",5331,2005.608,1107.043,109.205,30.977,79.48,0.0544498226971572,2462.05196,2.22398945659744,0.0544498226971572,2.22398945659744
"A","USD","STD","INDL","C",65344,2023,"VIRTRA INC",3690,69.634,42.622,8.403,11.107,9.47,0.120673808771577,105.18329,2.46781685514523,0.120673808771577,2.46781685514523
"A","USD","STD","INDL","C",65365,2023,"OLD MARKET CAPITAL CORP",4899,59.838,58.842,-20.801,7.289,6.76,-0.347621912497075,49.27364,0.83738893987288,-0.347621912497075,0.83738893987288
"A","USD","STD","INDL","C",65376,2023,"SIGA TECHNOLOGIES INC",2834,254.353,196.859,68.069,71.092,5.6,0.267616265583657,398.1152,2.02233679943513,0.263684370578134,2.02233679943513
"A","USD","STD","INDL","C",65380,2023,"ELBIT SYSTEMS LTD",3812,9739.582,2947.503,215.131,44.454,213.25,0.0220883196013956,9479.8155,3.21621911835204,0.0220883196013956,3.21621911835204
"A","USD","STD","INDL","C",65406,2023,"PETMED EXPRESS INC",5912,169.884,96.731,-7.464,21.149,4.79,-0.0439358621176803,101.30371,1.04727243593057,-0.0439358621176803,1.04727243593057
"I","USD","STD","INDL","C",65421,2023,"FARO TECHNOLOGIES INC",3829,504.692,268.606,-56.577,18.969,22.53,-0.112102034508175,427.37157,1.59107231409574,-0.112102034508175,1.59107231409574
"A","USD","STD","INDL","C",65460,2023,"RADCOM",7370,107.529,82.491,3.713,15.308,8.06,0.0345302197546708,123.38248,1.49570838030815,0.0345302197546708,1.49570838030815
"A","USD","STD","INDL","C",65461,2023,"TEFRON LTD",2340,140.844,63.182,10.933,12.338,3.75,0.0776248899491636,46.2675,0.732289259599253,0.0776248899491636,0.732289259599253
"A","USD","STD","INDL","C",65464,2023,"AMEN PROPERTIES INC",1311,6.365,5.732,2.047,0.053,401,0.321602513747054,21.253,3.70778087927425,0.263684370578134,3.70778087927425
"A","USD","STD","INDL","C",65500,2023,"NORDIC AMERICAN TANKERS LTD",4400,879.196,538.304,98.711,208.796,4.2,0.112274168672287,876.9432,1.62908542384972,0.112274168672287,1.62908542384972
"A","USD","STD","INDL","C",65540,2023,"LESAKA TECHNOLOGIES INC",7374,542.234,258.907,-35.074,63.64,3.81,-0.0646842507109477,242.4684,0.936507703538336,-0.0646842507109477,0.936507703538336
"A","USD","STD","INDL","C",65552,2023,"IDENTIV INC",3577,109.723,74.272,-5.489,23.247,8.24,-0.0500259744994213,191.55528,2.579104911676,-0.0500259744994213,2.579104911676
"A","USD","STD","INDL","C",65587,2023,"NATIONAL RESEARCH CORP",7389,122.437,48.955,30.971,24.22,39.56,0.252954580723147,958.1432,19.5719170666939,0.252954580723147,19.5719170666939
"A","USD","STD","INDL","C",65590,2023,"STONERIDGE INC",3679,679.9,287.717,-5.183,27.549,19.57,-0.00762317987939403,539.13393,1.8738341147725,-0.00762317987939403,1.8738341147725
"A","USD","STD","INDL","C",65605,2023,"RB GLOBAL INC",7389,12037.4,5498.7,206.5,182.844,66.89,0.0171548673301544,12230.43516,2.22424121337771,0.0171548673301544,2.22424121337771
"A","USD","STD","INDL","C",65607,2023,"OSI SYSTEMS INC",3844,1555.686,726.165,91.778,16.756,117.83,0.0589951956885901,1974.35948,2.71888548745808,0.0589951956885901,2.71888548745808
"A","USD","STD","INDL","C",65609,2023,"C H ROBINSON WORLDWIDE INC",4213,5225.28,1418.697,325.129,116.768,86.39,0.0622223115316308,10087.58752,7.11045947090887,0.0622223115316308,7.11045947090887
"A","USD","STD","INDL","C",65671,2023,"INNOVEX INTERNATIONAL INC",3533,1028.181,881.26,0.604,34.387,23.27,0.000587445206631906,800.18549,0.908001599981844,0.000587445206631906,0.908001599981844
"A","USD","STD","INDL","C",65702,2023,"CASELLA WASTE SYS INC  -CL A",4953,2535.47,1021.791,25.399,57.995,85.46,0.0100174721057634,4956.2527,4.85055427186186,0.0100174721057634,4.85055427186186
"A","USD","STD","INDL","C",65703,2023,"INHIBITOR THERAPEUTICS INC",2836,8.949,5.284,-3.026,172.024,0.092,-0.338138339479271,15.826208,2.99511884935655,-0.338138339479271,2.99511884935655
"A","USD","STD","INDL","C",65718,2023,"GROUP 1 AUTOMOTIVE INC",5500,7774.1,2674.4,601.6,13.684,304.74,0.07738516355591,4170.06216,1.55925148070595,0.07738516355591,1.55925148070595
"A","USD","STD","INDL","C",65744,2023,"LUNDIN GOLD INC",1040,1468.209,955.806,179.457,237.86,12.64,0.122228511063479,3006.5504,3.14556552271068,0.122228511063479,3.14556552271068
"A","USD","STD","INDL","C",65765,2023,"YUNHONG GREEN CTI LTD",3060,17.247,3.732,-0.235,20.772,2.1373,-0.0136255580680698,44.3959956,11.8960331189711,-0.0136255580680698,11.8960331189711
"A","USD","STD","INDL","C",65815,2023,"OMNI-LITE INDUSTRIES CANADA",3790,21.21,13.507,0.09,15.413,0.49,0.00424328147100424,7.55237,0.559144887835937,0.00424328147100424,0.559144887835937
"A","USD","STD","INDL","C",65831,2023,"SONIC AUTOMOTIVE INC  -CL A",5500,5364.6,891.9,178.2,33.961,56.21,0.0332177608768594,1908.94781,2.14031596591546,0.0332177608768594,2.14031596591546
"A","USD","STD","INDL","C",65850,2023,"CHARLES & COLVARD LTD",3290,48.884,39.774,-19.581,30.524,0.955,-0.400560510596514,29.15042,0.732901392869714,-0.400560510596514,0.732901392869714
"A","USD","STD","INDL","C",65896,2023,"GEOSPACE TECHNOLOGIES CORP",3829,153.042,132.716,12.206,13.188,12.95,0.0797558840056978,170.7846,1.28684258115073,0.0797558840056978,1.28684258115073
"A","USD","STD","INDL","C",65905,2023,"INOTIV INC",8731,856.53,269.154,-105.14,25.777,3.08,-0.122751100370098,79.39316,0.294972989440989,-0.122751100370098,0.294972989440989
"A","USD","STD","INDL","C",65921,2023,"GOLDEN MINERALS CO",1040,14.91,5.113,-9.228,14.085,0.5199,-0.618913480885312,7.3227915,1.43219078818697,-0.618913480885312,1.43219078818697
"A","USD","STD","INDL","C",65937,2023,"SOLESENCE INC",2810,32.881,1.902,-4.39,49.627,0.6,-0.133511754508683,29.7762,15.6552050473186,-0.133511754508683,15.6552050473186
"A","USD","STD","INDL","C",65944,2023,"ASSERTIO HOLDINGS INC",2834,286.419,138.003,-331.942,94.669,1.07,-1.15893847824341,101.29583,0.734011796844996,-1.15893847824341,0.734011796844996
"A","USD","STD","INDL","C",65986,2023,"BLACKBERRY LTD",7372,1395,776,-130,589.233,2.78,-0.0931899641577061,1638.06774,2.11091203608247,-0.0931899641577061,2.11091203608247
"A","USD","STD","INDL","C",66009,2023,"BITMINE IMMERSION TECH INC",7370,8.203,6.257,-2.465,49.666,0.7,-0.300499817140071,34.7662,5.55636886686911,-0.300499817140071,5.55636886686911
"A","USD","STD","INDL","C",66016,2023,"INGREDION INC",2040,7642,3538,643,65.2,108.53,0.0841402774142894,7076.156,2.00004409270774,0.0841402774142894,2.00004409270774
"A","USD","STD","INDL","C",66032,2023,"POWER INTEGRATIONS INC",3674,819.868,752.241,55.735,56.738,82.11,0.0679804553903799,4658.75718,6.19317104491779,0.0679804553903799,6.19317104491779
"A","USD","STD","INDL","C",66042,2023,"BIORESTORATIVE THERAPIES INC",2836,12.612,10.004,-10.418,4.707,1.7399,-0.826038693307961,8.1897093,0.818643472610956,-0.826038693307961,0.818643472610956
"A","USD","STD","INDL","C",66065,2023,"UNITED RENTALS INC",7350,25589,8130,2424,67.27,573.42,0.0947282035249521,38573.9634,4.74464494464945,0.0947282035249521,4.74464494464945
"A","USD","STD","INDL","C",66246,2023,"IDAHO STRTEGIC RESOURCES INC",1040,23.89,17.753,1.158,12.398,6.3312,0.0484721640853914,78.4942176,4.42146215287557,0.0484721640853914,4.42146215287557
"A","USD","STD","INDL","C",66261,2023,"LIVE VENTURES INC",5700,421.815,100.135,-0.102,3.164,28.29,-0.000241812168841791,89.50956,0.893888850052429,-0.000241812168841791,0.893888850052429
