"costat","curcd","datafmt","indfmt","consol","gvkey","fyear","conm","sic","at","seq","ni","csho","prcc_f","ROA","MarketCap","PB","ROA_w","PB_w"
"A","USD","STD","INDL","C",2052,2023,"BARNWELL INDUSTRIES",1311,35.421,18.744,-0.961,9.991,2.635,-0.0271307981141131,26.326285,1.40451797908664,-0.0271307981141131,1.40451797908664
"A","USD","STD","INDL","C",2055,2023,"BARRICK MINING CORP",1040,45811,23341,1272,1755.57,18.09,0.0277662570125079,31758.2613,1.36062128015081,0.0277662570125079,1.36062128015081
"A","USD","STD","INDL","C",2080,2023,"BASSETT FURNITURE INDS",2511,370.424,183.441,-3.171,8.768,16.52,-0.00856046044532752,144.84736,0.789612791033629,-0.00856046044532752,0.789612791033629
"A","USD","STD","INDL","C",2086,2023,"BAXTER INTERNATIONAL INC",3841,28276,8402,2656,507.633,38.66,0.093931249115858,19625.09178,2.33576431563913,0.093931249115858,2.33576431563913
"A","USD","STD","INDL","C",2101,2023,"APPLIED INDUSTRIAL TECH INC",5080,2743.332,1458.437,346.739,38.657,144.83,0.126393378563003,5598.69331,3.83883109794938,0.126393378563003,3.83883109794938
"A","USD","STD","INDL","C",2109,2023,"SPARX HLDGS GROUP",3569,0.1,0.099,-0.048,283.825,0.03,-0.48,8.51475,86.0075757575758,-0.48,55.8397284803336
"A","USD","STD","INDL","C",2111,2023,"BECTON DICKINSON & CO",3841,52780,25796,1484,290.392,258.53,0.0281167108753316,75075.04376,2.91033663203597,0.0281167108753316,2.91033663203597
"A","USD","STD","INDL","C",2124,2023,"BEL FUSE INC",3677,571.631,340.558,73.831,12.762,66.77,0.129158495602933,852.11874,2.50212515929739,0.129158495602933,2.50212515929739
"A","USD","STD","INDL","C",2136,2023,"VERIZON COMMUNICATIONS INC",4812,380255,92430,11614,4204.261,37.7,0.0305426621609183,158500.6397,1.71481812939522,0.0305426621609183,1.71481812939522
"A","USD","STD","INDL","C",2176,2023,"BERKSHIRE HATHAWAY",9997,1069978,561273,96223,2162.225,356.66,0.0899298864088794,771179.1685,1.37398230183886,0.0899298864088794,1.37398230183886
"A","USD","STD","INDL","C",2184,2023,"BEST BUY CO INC",5731,14967,3053,1241,215.4,72.49,0.0829157479788869,15614.346,5.11442712086472,0.0829157479788869,5.11442712086472
"A","USD","STD","INDL","C",2220,2023,"BIO-RAD LABORATORIES INC",3826,12299.07,8741.133,-637.324,28.519,322.89,-0.0518188773622721,9208.49991,1.05346754362392,-0.0518188773622721,1.05346754362392
"A","USD","STD","INDL","C",2259,2023,"BLACK HILLS CORP",4923,9620.4,3215.3,262.2,68.197,53.95,0.0272545840089809,3679.22815,1.1442876714459,0.0272545840089809,1.1442876714459
"A","USD","STD","INDL","C",2269,2023,"BLOCK H & R INC",7200,3072.258,32.064,553.7,146.15,31.87,0.180225749269755,4657.8005,145.265734156687,0.180225749269755,55.8397284803336
"A","USD","STD","INDL","C",2270,2023,"VALARIS LIMITED",1381,4322.2,1987.6,865.4,72.4,68.57,0.200222109111101,4964.468,2.49771986315154,0.200222109111101,2.49771986315154
"A","USD","STD","INDL","C",2312,2023,"ROBERT HALF INC",7363,3010.789,1588.351,411.146,105.209,87.92,0.13655756016114,9249.97528,5.82363424709022,0.13655756016114,5.82363424709022
"A","USD","STD","INDL","C",2352,2023,"BRADY CORP",3990,1389.257,990.919,174.857,48.548,51.58,0.125863681089964,2504.10584,2.52705401753322,0.125863681089964,2.52705401753322
"A","USD","STD","INDL","C",2390,2023,"BRIDGFORD FOODS CORP",2013,166.998,129.535,3.474,9.077,10.4,0.020802644343046,94.4008,0.728766742579226,0.020802644343046,0.728766742579226
"A","USD","STD","INDL","C",2403,2023,"BRISTOL-MYERS SQUIBB CO",2834,95159,29430,8025,2021,51.31,0.0843325381729526,103697.51,3.52353075093442,0.0843325381729526,3.52353075093442
"A","USD","STD","INDL","C",2410,2023,"BP PLC",2911,280294,70283,15239,2804.109,35.4,0.0543679136906248,99265.4586,1.41236797803167,0.0543679136906248,1.41236797803167
"A","USD","STD","INDL","C",2435,2023,"BROWN FORMAN CORP",2085,8166,3517,1024,472.6,47.85,0.12539799167279,22613.91,6.42988626670458,0.12539799167279,6.42988626670458
"A","USD","STD","INDL","C",2436,2023,"CALERES INC",5661,1804.746,560.631,171.391,35.49,31.37,0.0949668263567283,1113.3213,1.98583613820855,0.0949668263567283,1.98583613820855
"A","USD","STD","INDL","C",2444,2023,"BRUNSWICK CORP",3510,6230.5,2087.4,420.4,68.227,96.75,0.0674745205039724,6600.96225,3.16228909169302,0.0674745205039724,3.16228909169302
"A","USD","STD","INDL","C",2448,2023,"MATERION CORP",3330,1762.726,885.053,95.702,20.646,130.13,0.0542920453887899,2686.66398,3.03559671567691,0.0542920453887899,3.03559671567691
"A","USD","STD","INDL","C",2497,2023,"MASTEC INC",1623,9373.511,2706.152,-49.949,79.28,75.72,-0.00532873967929413,6003.0816,2.21830909719779,-0.00532873967929413,2.21830909719779
"A","USD","STD","INDL","C",2519,2023,"BUTLER NATIONAL CORP",8741,113.975,54.441,12.512,68.771,0.8355,0.109778460188638,57.4581705,1.05542092356863,0.109778460188638,1.05542092356863
"A","USD","STD","INDL","C",2536,2023,"LIVERAMP HOLDINGS INC",7370,1231.443,949.135,11.881,66.274,34.5,0.00964803080613557,2286.453,2.40898607679624,0.00964803080613557,2.40898607679624
"A","USD","STD","INDL","C",2573,2023,"CSP INC",7373,65.904,46.148,5.204,4.728,17.5,0.0789633406166545,82.74,1.79292710409985,0.0789633406166545,1.79292710409985
"A","USD","STD","INDL","C",2574,2023,"CSX CORP",4011,42408,12128,3715,1958.757,34.67,0.0876013959630258,67910.10519,5.59944798730211,0.0876013959630258,5.59944798730211
"A","USD","STD","INDL","C",2577,2023,"CTS CORP",3670,741.167,526.822,60.532,30.824,43.74,0.0816712023066326,1348.24176,2.55919790745261,0.0816712023066326,2.55919790745261
"A","USD","STD","INDL","C",2578,2023,"TELOS CORP/MD",7373,208.699,159.003,-34.422,70.24,3.65,-0.164936104149996,256.376,1.61239725036635,-0.164936104149996,1.61239725036635
"A","USD","STD","INDL","C",2581,2023,"CVD EQUIPMENT CORP",3559,35.025,26.203,-4.18,6.825,4.43,-0.119343326195575,30.23475,1.15386596954547,-0.119343326195575,1.15386596954547
"A","USD","STD","INDL","C",2593,2023,"CABOT CORP",2890,3604,1264,445,55.244,69.27,0.123473917869034,3826.75188,3.02749357594937,0.123473917869034,3.02749357594937
"A","USD","STD","INDL","C",2596,2023,"CACI INTL INC  -CL A",7373,6600.808,3224.199,384.735,22.797,340.84,0.0582860461931327,7770.12948,2.40994103651791,0.0582860461931327,2.40994103651791
"A","USD","STD","INDL","C",2628,2023,"CALIFORNIA WATER SERVICE GP",4941,4595.533,1426.733,51.911,57.724,51.87,0.011295969368515,2994.14388,2.09860140614957,0.011295969368515,2.09860140614957
"A","USD","STD","INDL","C",2663,2023,"CAMPBELL'S CO (THE)",2030,12058,3661,858,298,45.82,0.0711560789517333,13654.36,3.72968041518711,0.0711560789517333,3.72968041518711
"A","USD","STD","INDL","C",2710,2023,"CONSTELLATION BRANDS",2082,25691.7,9743.1,1727.4,182.888,248.52,0.0672357220425274,45451.32576,4.66497580441543,0.0672357220425274,4.66497580441543
"A","USD","STD","INDL","C",2721,2023,"CANON INC",3577,38427.147,23787.545,1876.55,987.799,25.677,0.0488339662582809,25363.714923,1.06626030231367,0.0488339662582809,1.06626030231367
"A","USD","STD","INDL","C",2771,2023,"CARLISLE COS INC",2950,6620,2829,767.4,47.7,312.43,0.115921450151057,14902.911,5.26790774125133,0.115921450151057,5.26790774125133
"A","USD","STD","INDL","C",2787,2023,"CARPENTER TECHNOLOGY CORP",3312,3053.9,1396.1,56.4,48.636,56.13,0.0184681882183438,2729.93868,1.95540339517227,0.0184681882183438,1.95540339517227
"A","USD","STD","INDL","C",2807,2023,"CASEYS GENERAL STORES INC",5412,6347.433,3015.381,501.972,37.008,319.58,0.0790826779896692,11827.01664,3.9222296087957,0.0790826779896692,3.9222296087957
"A","USD","STD","INDL","C",2817,2023,"CATERPILLAR INC",3531,87476,19494,10335,499.377,295.67,0.118146691663999,147650.79759,7.57416628654971,0.118146691663999,7.57416628654971
"A","USD","STD","INDL","C",2818,2023,"CATO CORP  -CL A",5621,486.817,192.321,-23.941,20.567,6.76,-0.0491786441311622,139.03292,0.722921157855876,-0.0491786441311622,0.722921157855876
"A","USD","STD","INDL","C",2820,2023,"CAVCO INDUSTRIES INC",2452,1354.16,1033.411,157.817,8.321,399.06,0.11654235836238,3320.57826,3.21322132239738,0.11654235836238,3.21322132239738
"A","USD","STD","INDL","C",2829,2023,"R F INDUSTRIES LTD",3678,82.278,39.762,-3.078,10.343,2.96,-0.0374097571647342,30.61528,0.769963281525074,-0.0374097571647342,0.769963281525074
"A","USD","STD","INDL","C",2884,2023,"LUMEN TECHNOLOGIES INC",4813,34018,417,-10298,1008.486,1.83,-0.302722088306191,1845.52938,4.42572992805755,-0.302722088306191,4.42572992805755
"A","USD","STD","INDL","C",2960,2023,"CHEMED CORP",8082,1668.095,1107.876,272.509,15.035,584.75,0.163365395855752,8791.71625,7.93565006372554,0.163365395855752,7.93565006372554
"A","USD","STD","INDL","C",2986,2023,"CHESAPEAKE UTILITIES CORP",4923,3304.704,1246.104,87.212,22.235,105.63,0.0263902606708498,2348.68305,1.88482105024942,0.0263902606708498,1.88482105024942
"A","USD","STD","INDL","C",2990,2023,"IMUNON INC",2836,21.918,13.388,-19.515,9.4,0.68,-0.890364084314262,6.392,0.477442485808186,-0.890364084314262,0.477442485808186
"A","USD","STD","INDL","C",2991,2023,"CHEVRON CORP",2911,261632,160957,21369,1865.648,149.16,0.0816757888943248,278280.05568,1.72890930919438,0.0816757888943248,1.72890930919438
"A","USD","STD","INDL","C",2999,2023,"CHICAGO RIVET & MACHINE CO",3452,27.831,25.967,-4.402,0.966,16.98,-0.158168948295067,16.40268,0.631674047829938,-0.158168948295067,0.631674047829938
"A","USD","STD","INDL","C",3026,2023,"CHURCH & DWIGHT INC",2840,8569.2,3855.4,755.6,243.153,94.56,0.0881762591607151,22992.54768,5.9637256004565,0.0881762591607151,5.9637256004565
"A","USD","STD","INDL","C",3028,2023,"CHURCHILL DOWNS INC",7990,6955.5,893.6,417.3,74.5,134.93,0.0599956868665085,10052.285,11.2491998657117,0.0599956868665085,11.2491998657117
"A","USD","STD","INDL","C",3062,2023,"CINTAS CORP",7200,9168.817,4316.372,1571.592,101.252,677.97,0.171406191224015,68645.81844,15.9035918220209,0.171406191224015,15.9035918220209
"A","USD","STD","INDL","C",3107,2023,"CLEVELAND-CLIFFS INC",3310,17537,7887,399,504.887,20.42,0.0227518959913326,10309.79254,1.30718809940408,0.0227518959913326,1.30718809940408
"A","USD","STD","INDL","C",3121,2023,"CLOROX CO/DE",2842,5945,220,149,123.82,159.04,0.0250630782169891,19692.3328,89.5106036363636,0.0250630782169891,55.8397284803336
"A","USD","STD","INDL","C",3138,2023,"COCA COLA CONSOLIDATED INC",2086,4288.942,1435.598,408.375,9.374,928.4,0.0952157898148308,8702.8216,6.06215779069071,0.0952157898148308,6.06215779069071
"A","USD","STD","INDL","C",3144,2023,"COCA-COLA CO",2086,97703,25941,10714,4308,58.93,0.109658864108574,253870.44,9.78645541806407,0.109658864108574,9.78645541806407
"A","USD","STD","INDL","C",3153,2023,"COEUR MINING INC",1040,2080.848,1023.903,-103.612,386.283,3.26,-0.0497931612496444,1259.28258,1.22988464727616,-0.0497931612496444,1.22988464727616
"A","USD","STD","INDL","C",3158,2023,"COHU INC",3825,1150.352,950.17,28.156,47.176,35.39,0.0244759864806598,1669.55864,1.75711571613501,0.0244759864806598,1.75711571613501
"A","USD","STD","INDL","C",3170,2023,"COLGATE-PALMOLIVE CO",2844,16393,609,2300,821.413,79.71,0.140303788202281,65474.83023,107.512036502463,0.140303788202281,55.8397284803336
"I","USD","STD","INDL","C",3203,2023,"CHASE CORP",2891,600.806,408.306,33.182,9.504,126.5,0.0552291421856639,1202.256,2.94449750922103,0.0552291421856639,2.94449750922103
"A","USD","STD","INDL","C",3226,2023,"COMCAST CORP",4841,264811,82703,15388,3978.762,43.85,0.0581093685685262,174468.7137,2.10958143840006,0.0581093685685262,2.10958143840006
"A","USD","STD","INDL","C",3246,2023,"COMMERCIAL METALS",3312,6639.094,4120.873,859.76,116.515,56.29,0.129499597384824,6558.62935,1.59156308626837,0.129499597384824,1.59156308626837
"A","USD","STD","INDL","C",3336,2023,"DXC TECHNOLOGY CO",7370,13871,2811,91,178.84,21.21,0.00656044985941893,3793.1964,1.34941173959445,0.00656044985941893,1.34941173959445
"A","USD","STD","INDL","C",3358,2023,"COMTECH TELECOMMUN",3663,996.237,550.51,-26.899,28.063,10.16,-0.0270006032701054,285.12008,0.517919892463352,-0.0270006032701054,0.517919892463352
"A","USD","STD","INDL","C",3362,2023,"CONAGRA BRANDS INC",2000,20862.3,8440.4,347.2,478.169,29.88,0.0166424603231667,14287.68972,1.69277400597128,0.0166424603231667,1.69277400597128
"A","USD","STD","INDL","C",3369,2023,"RAVE RESTAURANT GROUP INC",5812,14.237,10.391,1.613,14.154,2.02,0.113296340521177,28.59108,2.75152343374074,0.113296340521177,2.75152343374074
"A","USD","STD","INDL","C",3382,2023,"SHUTTERSTOCK INC",7370,1036.015,527.094,110.269,35.571,48.28,0.106435717629571,1717.36788,3.25818142494508,0.106435717629571,3.25818142494508
"A","USD","STD","INDL","C",3413,2023,"CONSOLIDATED EDISON INC",4931,66331,21158,2519,345.416,90.97,0.0379762102184499,31422.49352,1.48513533982418,0.0379762102184499,1.48513533982418
"A","USD","STD","INDL","C",3424,2023,"BIGLARI HOLDINGS INC",5812,849.422,599.33,54.948,0.621,164.93,0.0646886941944051,102.42153,0.170893380942052,0.0646886941944051,0.170893380942052
"A","USD","STD","INDL","C",3439,2023,"CMS ENERGY CORP",4931,33517,8125,887,294.44,58.07,0.0264641823552227,17098.1308,2.10438532923077,0.0264641823552227,2.10438532923077
"A","USD","STD","INDL","C",3504,2023,"COOPER COS INC (THE)",3851,11658.9,7550.8,294.2,49.5,311.75,0.0252339414524526,15431.625,2.04370728929385,0.0252339414524526,2.04370728929385
"A","USD","STD","INDL","C",3505,2023,"MOLSON COORS BEVERAGE CO",2082,26375.1,13196,948.9,213.3,61.21,0.0359771147787117,13056.093,0.989397772052137,0.0359771147787117,0.989397772052137
"A","USD","STD","INDL","C",3532,2023,"CORNING INC",3679,28500,11551,581,820,30.45,0.0203859649122807,24969,2.16163102761666,0.0203859649122807,2.16163102761666
"A","USD","STD","INDL","C",3570,2023,"CRACKER BARREL OLD CTRY STOR",5812,2218.094,483.825,99.05,22.154,93.2,0.0446554564414312,2064.7528,4.26756120498114,0.0446554564414312,4.26756120498114
